Counts for Asus(3) in Vietnam(50):
Hour	Location Index	Count
0	0	2
1	0	3
2	0	4
3	0	2
4	0	3
5	0	4
6	0	2
7	0	4
8	0	2
9	0	3
10	0	2
11	0	2
12	0	4
13	0	4
14	0	3
15	0	2
16	0	1
17	0	0
18	0	0
19	0	0
20	0	0
21	0	1
22	0	1
23	0	1
0	1	2
1	1	2
2	1	2
3	1	2
4	1	3
5	1	3
6	1	2
7	1	2
8	1	2
9	1	2
10	1	3
11	1	2
12	1	2
13	1	3
14	1	3
15	1	2
16	1	2
17	1	1
18	1	1
19	1	1
20	1	1
21	1	1
22	1	1
23	1	2
0	2	1
1	2	2
2	2	1
3	2	1
4	2	3
5	2	2
6	2	3
7	2	2
8	2	2
9	2	2
10	2	2
11	2	2
12	2	3
13	2	2
14	2	1
15	2	2
16	2	3
17	2	2
18	2	1
19	2	1
20	2	1
21	2	1
22	2	1
23	2	1
0	3	2
1	3	3
2	3	1
3	3	2
4	3	1
5	3	3
6	3	3
7	3	2
8	3	1
9	3	2
10	3	1
11	3	1
12	3	1
13	3	3
14	3	0
15	3	1
16	3	0
17	3	1
18	3	1
19	3	0
20	3	0
21	3	0
22	3	1
23	3	1
0	4	1
1	4	1
2	4	1
3	4	1
4	4	1
5	4	2
6	4	3
7	4	3
8	4	1
9	4	1
10	4	2
11	4	2
12	4	4
13	4	3
14	4	2
15	4	2
16	4	2
17	4	1
18	4	0
19	4	1
20	4	0
21	4	1
22	4	1
23	4	2
0	5	3
1	5	0
2	5	0
3	5	0
4	5	0
5	5	0
6	5	2
7	5	0
8	5	0
9	5	2
10	5	2
11	5	0
12	5	0
13	5	0
14	5	0
15	5	0
16	5	4
17	5	3
18	5	0
19	5	0
20	5	0
21	5	0
22	5	0
23	5	0
0	6	2
1	6	2
2	6	2
3	6	2
4	6	2
5	6	3
6	6	2
7	6	3
8	6	2
9	6	1
10	6	1
11	6	2
12	6	3
13	6	1
14	6	2
15	6	2
16	6	2
17	6	1
18	6	1
19	6	0
20	6	0
21	6	0
22	6	1
23	6	2
0	7	4
1	7	6
2	7	0
3	7	0
4	7	2
5	7	0
6	7	2
7	7	0
8	7	0
9	7	0
10	7	4
11	7	0
12	7	0
13	7	8
14	7	0
15	7	4
16	7	0
17	7	2
18	7	0
19	7	0
20	7	0
21	7	0
22	7	4
23	7	6
0	8	0
1	8	5
2	8	3
3	8	5
4	8	3
5	8	4
6	8	5
7	8	3
8	8	6
9	8	4
10	8	4
11	8	5
12	8	3
13	8	4
14	8	5
15	8	4
16	8	0
17	8	1
18	8	1
19	8	0
20	8	0
21	8	1
22	8	0
23	8	1
0	9	0
1	9	0
2	9	0
3	9	0
4	9	0
5	9	0
6	9	0
7	9	0
8	9	0
9	9	0
10	9	0
11	9	0
12	9	0
13	9	0
14	9	0
15	9	0
16	9	0
17	9	0
18	9	0
19	9	0
20	9	0
21	9	0
22	9	0
23	9	0
0	10	2
1	10	2
2	10	2
3	10	2
4	10	2
5	10	3
6	10	2
7	10	2
8	10	2
9	10	3
10	10	3
11	10	2
12	10	3
13	10	3
14	10	3
15	10	3
16	10	2
17	10	1
18	10	1
19	10	1
20	10	1
21	10	1
22	10	1
23	10	1
0	11	1
1	11	1
2	11	1
3	11	2
4	11	2
5	11	1
6	11	2
7	11	1
8	11	1
9	11	1
10	11	1
11	11	2
12	11	2
13	11	2
14	11	2
15	11	2
16	11	2
17	11	1
18	11	1
19	11	0
20	11	1
21	11	0
22	11	1
23	11	1
0	12	1
1	12	3
2	12	3
3	12	4
4	12	3
5	12	5
6	12	6
7	12	3
8	12	3
9	12	0
10	12	3
11	12	4
12	12	14
13	12	6
14	12	4
15	12	0
16	12	0
17	12	0
18	12	2
19	12	1
20	12	0
21	12	0
22	12	0
23	12	1
0	13	1
1	13	1
2	13	1
3	13	2
4	13	2
5	13	3
6	13	1
7	13	1
8	13	1
9	13	2
10	13	2
11	13	2
12	13	1
13	13	2
